CODMUNNASC;ESTADO;ANO;CONSPRENAT_INCOMPLETOS;CONSPRENAT_TOTAIS;ESCMAE_INCOMPLETOS;ESCMAE_TOTAIS;GESTACAO_INCOMPLETOS;GESTACAO_TOTAIS;IDADEMAE_INCOMPLETOS;IDADEMAE_TOTAIS;MESPRENAT_INCOMPLETOS;MESPRENAT_TOTAIS;PARTO_INCOMPLETOS;PARTO_TOTAIS;PESO_INCOMPLETOS;PESO_TOTAIS;QTDPARTCES_INCOMPLETOS;QTDPARTCES_TOTAIS;QTDPARTNOR_INCOMPLETOS;QTDPARTNOR_TOTAIS;RACACOR_INCOMPLETOS;RACACOR_TOTAIS;SEMAGESTAC_INCOMPLETOS;SEMAGESTAC_TOTAIS;TPROBSON_INCOMPLETOS;TPROBSON_TOTAIS
110000;RO;2014;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1
110001;AM;2018;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110001;GO;2012;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110001;MS;2013;NA;NA;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;NA;NA
110001;MS;2020;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110001;MT;2014;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110001;MT;2018;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3
110001;MT;2019;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110001;PR;2014;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110001;PR;2015;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110001;RO;2012;0;257;0;257;0;257;0;257;0;257;0;257;0;257;0;257;0;257;0;257;0;257;7;257
110001;RO;2013;NA;NA;1;197;0;197;0;197;0;197;0;197;0;197;0;197;0;197;0;197;0;197;NA;NA
110001;RO;2014;0;183;2;183;0;183;0;183;0;183;0;183;0;183;0;183;0;183;23;183;0;183;1;183
110001;RO;2015;0;97;0;97;0;97;0;97;0;97;0;97;0;97;0;97;0;97;0;97;0;97;4;97
110001;RO;2016;0;102;2;102;0;102;0;102;0;102;0;102;0;102;0;102;0;102;0;102;0;102;5;102
110001;RO;2017;0;132;6;132;2;132;0;132;0;132;0;132;0;132;0;132;0;132;0;132;0;132;19;132
110001;RO;2018;0;202;24;202;0;202;0;202;0;202;0;202;0;202;0;202;0;202;0;202;0;202;1;202
110001;RO;2019;0;157;0;157;0;157;0;157;0;157;0;157;0;157;0;157;0;157;0;157;0;157;3;157
110001;RO;2020;0;173;0;173;0;173;0;173;0;173;0;173;0;173;0;173;0;173;0;173;0;173;0;173
110002;AC;2014;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110002;AC;2015;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1
110002;AC;2019;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
110002;AM;2012;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;2;3
110002;AM;2013;NA;NA;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;NA;NA
110002;AM;2014;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3
110002;AM;2015;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1
110002;AM;2017;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1
110002;AM;2018;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6
110002;AM;2019;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110002;AM;2020;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
110002;BA;2019;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110002;MA;2018;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110002;MA;2020;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110002;MT;2012;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110002;MT;2013;NA;NA;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;NA;NA
110002;MT;2015;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110002;MT;2016;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;2;2
110002;MT;2018;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3
110002;MT;2019;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3
110002;MT;2020;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
110002;PA;2019;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110002;PR;2017;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1
110002;PR;2019;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110002;RO;2012;0;1824;4;1824;0;1824;0;1824;0;1824;0;1824;0;1824;0;1824;0;1824;0;1824;0;1824;450;1824
110002;RO;2013;NA;NA;1;2058;0;2058;0;2058;0;2058;0;2058;0;2058;0;2058;0;2058;0;2058;0;2058;NA;NA
110002;RO;2014;0;1914;3;1914;0;1914;0;1914;0;1914;0;1914;0;1914;0;1914;0;1914;0;1914;0;1914;79;1914
110002;RO;2015;0;2126;8;2126;0;2126;0;2126;0;2126;0;2126;0;2126;0;2126;0;2126;0;2126;0;2126;746;2126
110002;RO;2016;0;1992;4;1992;0;1992;0;1992;0;1992;0;1992;0;1992;0;1992;0;1992;0;1992;0;1992;1970;1992
110002;RO;2017;0;2317;1;2317;0;2317;0;2317;0;2317;0;2317;0;2317;0;2317;0;2317;0;2317;0;2317;2270;2317
110002;RO;2018;0;2442;0;2442;0;2442;0;2442;0;2442;0;2442;0;2442;0;2442;0;2442;0;2442;0;2442;552;2442
110002;RO;2019;0;2569;0;2569;0;2569;0;2569;0;2569;0;2569;0;2569;0;2569;0;2569;0;2569;0;2569;20;2569
110002;RO;2020;0;2325;0;2325;0;2325;0;2325;0;2325;0;2325;0;2325;0;2325;0;2325;0;2325;0;2325;0;2325
110002;SC;2019;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110002;SP;2017;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1
110003;MT;2013;NA;NA;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;NA;NA
110003;RO;2012;0;52;1;52;0;52;0;52;0;52;0;52;0;52;0;52;0;52;0;52;0;52;3;52
110003;RO;2013;NA;NA;1;65;0;65;0;65;0;65;0;65;0;65;0;65;0;65;0;65;0;65;NA;NA
110003;RO;2014;0;15;0;15;1;15;0;15;0;15;0;15;0;15;0;15;0;15;0;15;0;15;13;15
110003;RO;2015;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;2;6
110003;RO;2016;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110003;RO;2017;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3
110003;RO;2020;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;1;2
110004;AC;2012;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110004;AC;2013;NA;NA;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;NA;NA
110004;AC;2016;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110004;AC;2018;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110004;AM;2013;NA;NA;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;NA;NA
110004;AM;2015;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110004;AM;2020;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
110004;GO;2012;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110004;MT;2012;0;21;0;21;0;21;0;21;0;21;0;21;0;21;0;21;0;21;0;21;0;21;0;21
110004;MT;2013;NA;NA;0;20;0;20;0;20;0;20;0;20;0;20;0;20;0;20;0;20;0;20;NA;NA
110004;MT;2014;0;18;0;18;0;18;0;18;0;18;0;18;0;18;0;18;0;18;0;18;0;18;1;18
110004;MT;2015;0;12;0;12;0;12;0;12;0;12;0;12;0;12;0;12;0;12;0;12;0;12;0;12
110004;MT;2016;0;21;0;21;0;21;0;21;0;21;0;21;0;21;0;21;0;21;0;21;0;21;0;21
110004;MT;2017;0;19;0;19;0;19;0;19;0;19;0;19;0;19;0;19;0;19;0;19;0;19;0;19
110004;MT;2018;0;24;0;24;0;24;0;24;0;24;0;24;0;24;0;24;0;24;0;24;0;24;0;24
110004;MT;2019;0;28;0;28;0;28;0;28;0;28;0;28;0;28;0;28;0;28;0;28;0;28;0;28
110004;MT;2020;0;35;0;35;0;35;0;35;0;35;0;35;0;35;0;35;0;35;0;35;0;35;0;35
110004;PR;2018;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110004;RO;2012;0;1297;0;1297;0;1297;0;1297;0;1297;0;1297;0;1297;0;1297;0;1297;0;1297;0;1297;0;1297
110004;RO;2013;NA;NA;5;1427;0;1427;0;1427;0;1427;0;1427;0;1427;0;1427;0;1427;0;1427;0;1427;NA;NA
110004;RO;2014;0;1521;4;1521;0;1521;0;1521;0;1521;0;1521;0;1521;0;1521;0;1521;0;1521;0;1521;24;1521
110004;RO;2015;0;1588;10;1588;0;1588;0;1588;0;1588;0;1588;0;1588;0;1588;0;1588;0;1588;0;1588;27;1588
110004;RO;2016;0;1684;2;1684;0;1684;0;1684;0;1684;0;1684;0;1684;0;1684;0;1684;0;1684;0;1684;33;1684
110004;RO;2017;0;1806;0;1806;0;1806;0;1806;0;1806;0;1806;0;1806;0;1806;0;1806;0;1806;0;1806;3;1806
110004;RO;2018;0;1896;0;1896;0;1896;0;1896;0;1896;0;1896;0;1896;0;1896;0;1896;0;1896;0;1896;2;1896
110004;RO;2019;0;1784;0;1784;0;1784;0;1784;0;1784;0;1784;0;1784;0;1784;0;1784;0;1784;0;1784;3;1784
110004;RO;2020;0;1709;1;1709;0;1709;0;1709;0;1709;0;1709;0;1709;0;1709;0;1709;0;1709;0;1709;4;1709
110004;RS;2018;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110004;SP;2014;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110005;AM;2012;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110005;AM;2017;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110005;MG;2018;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110005;MT;2012;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110005;MT;2015;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110005;RJ;2015;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110005;RO;2012;0;254;1;254;0;254;0;254;0;254;0;254;0;254;0;254;0;254;0;254;0;254;30;254
110005;RO;2013;NA;NA;2;257;0;257;0;257;0;257;0;257;0;257;0;257;0;257;0;257;0;257;NA;NA
110005;RO;2014;0;192;0;192;0;192;0;192;0;192;0;192;0;192;0;192;0;192;0;192;0;192;4;192
110005;RO;2015;0;192;0;192;0;192;0;192;0;192;0;192;0;192;0;192;0;192;0;192;0;192;22;192
110005;RO;2016;0;85;0;85;0;85;0;85;0;85;0;85;0;85;0;85;0;85;0;85;0;85;2;85
110005;RO;2017;0;75;0;75;0;75;0;75;0;75;0;75;0;75;0;75;0;75;0;75;0;75;1;75
110005;RO;2018;0;109;1;109;0;109;0;109;0;109;0;109;0;109;0;109;0;109;0;109;0;109;1;109
110005;RO;2019;0;64;0;64;0;64;0;64;0;64;0;64;0;64;0;64;0;64;0;64;0;64;3;64
110005;RO;2020;0;161;0;161;0;161;0;161;0;161;0;161;0;161;0;161;0;161;0;161;0;161;5;161
110006;MG;2014;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110006;MT;2012;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110006;MT;2013;NA;NA;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;NA;NA
110006;RO;2012;0;100;0;100;3;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100
110006;RO;2013;NA;NA;2;88;0;88;0;88;0;88;0;88;0;88;0;88;0;88;0;88;0;88;NA;NA
110006;RO;2014;0;133;0;133;0;133;0;133;0;133;0;133;0;133;0;133;0;133;1;133;0;133;12;133
110006;RO;2015;0;8;0;8;0;8;0;8;0;8;0;8;0;8;0;8;0;8;0;8;0;8;0;8
110006;RO;2016;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5
110006;RO;2017;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;1;5
110006;RO;2018;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3
110006;RO;2019;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6
110006;RO;2020;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9
110007;RO;2015;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110007;RO;2018;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110007;RO;2019;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110007;RO;2020;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3
110008;RO;2012;0;206;0;206;0;206;0;206;0;206;0;206;0;206;0;206;0;206;0;206;0;206;11;206
110008;RO;2013;NA;NA;1;150;0;150;0;150;0;150;0;150;0;150;0;150;0;150;0;150;0;150;NA;NA
110008;RO;2014;0;107;0;107;0;107;0;107;0;107;0;107;0;107;0;107;0;107;4;107;0;107;4;107
110008;RO;2015;0;52;0;52;0;52;0;52;0;52;0;52;0;52;0;52;0;52;0;52;0;52;2;52
110008;RO;2016;0;14;1;14;0;14;0;14;0;14;0;14;0;14;0;14;0;14;0;14;0;14;0;14
110008;RO;2017;0;45;2;45;0;45;0;45;0;45;0;45;0;45;0;45;0;45;0;45;0;45;3;45
110008;RO;2018;0;35;0;35;0;35;0;35;0;35;0;35;0;35;0;35;0;35;0;35;0;35;2;35
110008;RO;2019;0;27;0;27;0;27;0;27;0;27;0;27;0;27;0;27;0;27;0;27;0;27;1;27
110008;RO;2020;0;28;1;28;0;28;0;28;0;28;0;28;0;28;0;28;0;28;0;28;0;28;4;28
110009;MT;2013;NA;NA;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;NA;NA
110009;MT;2015;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110009;MT;2018;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110009;MT;2019;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
110009;MT;2020;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
110009;RO;2012;0;389;9;389;0;389;0;389;0;389;0;389;0;389;0;389;0;389;0;389;0;389;5;389
110009;RO;2013;NA;NA;0;344;0;344;0;344;0;344;0;344;0;344;0;344;0;344;0;344;0;344;NA;NA
110009;RO;2014;0;437;1;437;0;437;0;437;0;437;0;437;0;437;0;437;0;437;0;437;0;437;41;437
110009;RO;2015;0;512;9;512;0;512;0;512;0;512;0;512;0;512;0;512;0;512;0;512;0;512;70;512
110009;RO;2016;0;451;5;451;0;451;0;451;0;451;0;451;0;451;0;451;0;451;0;451;0;451;42;451
110009;RO;2017;0;518;0;518;0;518;0;518;0;518;0;518;0;518;0;518;0;518;0;518;0;518;66;518
110009;RO;2018;0;469;0;469;0;469;0;469;0;469;0;469;0;469;0;469;0;469;0;469;0;469;48;469
110009;RO;2019;0;460;0;460;0;460;0;460;0;460;0;460;0;460;0;460;0;460;0;460;0;460;49;460
110009;RO;2020;0;498;1;498;0;498;0;498;0;498;0;498;0;498;0;498;0;498;0;498;0;498;1;498
110009;RR;2018;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110010;AC;2017;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110010;RO;2012;0;962;3;962;0;962;0;962;0;962;0;962;0;962;0;962;0;962;0;962;0;962;2;962
110010;RO;2013;NA;NA;0;903;0;903;0;903;0;903;0;903;0;903;0;903;0;903;0;903;0;903;NA;NA
110010;RO;2014;0;1026;1;1026;0;1026;0;1026;0;1026;0;1026;0;1026;0;1026;0;1026;0;1026;0;1026;17;1026
110010;RO;2015;0;983;1;983;0;983;0;983;0;983;0;983;0;983;0;983;0;983;0;983;0;983;12;983
110010;RO;2016;0;1037;7;1037;0;1037;0;1037;0;1037;0;1037;0;1037;0;1037;0;1037;0;1037;0;1037;36;1037
110010;RO;2017;0;1121;0;1121;0;1121;0;1121;0;1121;0;1121;0;1121;0;1121;0;1121;0;1121;0;1121;109;1121
110010;RO;2018;0;1169;23;1169;0;1169;0;1169;0;1169;0;1169;0;1169;0;1169;0;1169;0;1169;0;1169;264;1169
110010;RO;2019;0;997;1;997;0;997;0;997;0;997;0;997;0;997;0;997;0;997;0;997;0;997;81;997
110010;RO;2020;0;1097;4;1097;0;1097;0;1097;0;1097;0;1097;0;1097;0;1097;0;1097;0;1097;0;1097;52;1097
110011;AC;2012;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110011;AM;2012;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110011;AM;2016;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
110011;AM;2017;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
110011;AM;2018;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
110011;AM;2019;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110011;AM;2020;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110011;MT;2014;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110011;MT;2015;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110011;MT;2016;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110011;RO;2012;0;936;1;936;0;936;0;936;0;936;0;936;0;936;0;936;0;936;0;936;0;936;28;936
110011;RO;2013;NA;NA;2;986;0;986;0;986;0;986;0;986;0;986;0;986;0;986;0;986;0;986;NA;NA
110011;RO;2014;0;868;1;868;0;868;0;868;0;868;0;868;0;868;0;868;0;868;0;868;0;868;8;868
110011;RO;2015;0;711;0;711;0;711;0;711;0;711;0;711;0;711;0;711;0;711;0;711;0;711;4;711
110011;RO;2016;0;773;4;773;0;773;0;773;0;773;0;773;0;773;0;773;0;773;0;773;0;773;3;773
110011;RO;2017;0;916;0;916;0;916;0;916;0;916;0;916;0;916;0;916;0;916;0;916;0;916;2;916
110011;RO;2018;0;949;0;949;0;949;0;949;0;949;0;949;0;949;0;949;0;949;0;949;0;949;0;949
110011;RO;2019;0;935;2;935;0;935;0;935;0;935;0;935;0;935;0;935;0;935;0;935;0;935;7;935
110011;RO;2020;0;906;7;906;0;906;0;906;0;906;0;906;0;906;0;906;0;906;0;906;0;906;49;906
110011;RR;2013;NA;NA;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;NA;NA
110011;SC;2019;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110012;AC;2018;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
110012;AM;2013;NA;NA;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;NA;NA
110012;AM;2014;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
110012;AM;2015;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
110012;AM;2016;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2
110012;AM;2017;0;5;1;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;1;5
110012;AM;2019;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;0;2;1;2
110012;AM;2020;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110012;BA;2015;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110012;ES;2019;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110012;GO;2013;NA;NA;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;NA;NA
110012;GO;2015;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110012;MG;2014;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110012;MG;2015;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110012;MG;2017;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110012;MG;2018;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3
110012;MG;2020;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110012;MS;2013;NA;NA;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;NA;NA
110012;MT;2012;0;22;1;22;0;22;0;22;0;22;0;22;0;22;0;22;0;22;0;22;0;22;3;22
110012;MT;2013;NA;NA;0;22;0;22;0;22;0;22;0;22;0;22;0;22;0;22;0;22;0;22;NA;NA
110012;MT;2014;0;24;1;24;0;24;0;24;0;24;0;24;0;24;0;24;0;24;0;24;0;24;4;24
110012;MT;2015;0;17;0;17;0;17;0;17;0;17;0;17;0;17;0;17;0;17;0;17;0;17;1;17
110012;MT;2016;0;30;0;30;0;30;0;30;0;30;0;30;0;30;0;30;0;30;0;30;0;30;4;30
110012;MT;2017;0;24;0;24;0;24;0;24;0;24;0;24;0;24;0;24;0;24;0;24;0;24;12;24
110012;MT;2018;0;8;0;8;0;8;0;8;0;8;0;8;0;8;0;8;0;8;0;8;0;8;2;8
110012;MT;2019;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110012;MT;2020;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;2;5
110012;PA;2017;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110012;PA;2019;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110012;PE;2019;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110012;RO;2012;0;2421;13;2421;0;2421;0;2421;0;2421;0;2421;0;2421;0;2421;0;2421;0;2421;0;2421;392;2421
110012;RO;2013;NA;NA;2;2289;0;2289;0;2289;0;2289;0;2289;0;2289;0;2289;0;2289;0;2289;0;2289;NA;NA
110012;RO;2014;0;2549;11;2549;0;2549;0;2549;0;2549;0;2549;0;2549;0;2549;0;2549;2;2549;0;2549;82;2549
110012;RO;2015;0;2767;4;2767;0;2767;0;2767;0;2767;0;2767;0;2767;0;2767;0;2767;0;2767;0;2767;83;2767
110012;RO;2016;0;2574;4;2574;0;2574;0;2574;0;2574;0;2574;0;2574;0;2574;0;2574;0;2574;0;2574;103;2574
110012;RO;2017;0;2392;7;2392;0;2392;0;2392;0;2392;0;2392;0;2392;0;2392;0;2392;0;2392;0;2392;520;2392
110012;RO;2018;0;2416;13;2416;0;2416;0;2416;0;2416;0;2416;0;2416;0;2416;0;2416;0;2416;0;2416;215;2416
110012;RO;2019;0;2402;25;2402;0;2402;0;2402;0;2402;0;2402;0;2402;0;2402;0;2402;0;2402;0;2402;306;2402
110012;RO;2020;0;2265;31;2265;0;2265;0;2265;0;2265;0;2265;0;2265;0;2265;0;2265;0;2265;0;2265;352;2265
110012;SC;2018;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110012;SP;2012;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110012;SP;2019;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110013;GO;2020;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110013;MT;2012;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110013;MT;2013;NA;NA;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;0;6;NA;NA
110013;MT;2014;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4;0;4
110013;MT;2015;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110013;MT;2017;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110013;MT;2018;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3;0;3
110013;MT;2019;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110013;MT;2020;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5
110013;PA;2019;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
110013;RO;2012;0;485;0;485;0;485;0;485;0;485;0;485;0;485;0;485;0;485;0;485;0;485;97;485
